database_complete_detailed,,,,,,,,,,,,,,,,,,,,,
database_complete_detailed,,,,,,,,,,,,,,,,,,,,,
Plant ID,Common Name,Scientific Name,Genus,Family,Arabic Name,Difficulty,Type,Pet Safe,Watering (Full),Light Requirement,Light Description,Soil Type,Temperature Range,Humidity,Fertilizer,Plant Info (English),Plant Info (Arabic),Cairo Suitability,Summer Care,Winter Care,Image URL
chamaedorea_palm,Parlor Palm,Chamaedorea elegans,Chamaedorea,Arecaceae,نخيل الصالون,intermediate,palm,yes,weekly: Keep soil evenly moist but not waterlogged.,bright_indirect,Bright indirect light essential,well_draining,15-30°C (optimal: 22°C),high,monthly,"The Parlor Palm is a classic indoor favorite known for its elegant, feathery green fronds that thrive in low light. It grows in attractive clumps and remains relatively compact, making it perfect for tabletops and corners. An excellent air purifier and completely non-toxic to pets, making it a safe choice for homes with cats and dogs. It brings a sophisticated tropical vibe with very little maintenance.",نخيل الصالون (كاميدوريا) هو نبات داخلي كلاسيكي مفضل يُعرف بأوراقه الريشية الخضراء الأنيقة التي تزدهر في الإضاءة المنخفضة. ينمو في مجموعات جذابة ويظل حجمه مدمجاً نسبياً، مما يجعله مثالياً للطاولات والزوايا. منقي ممتاز للهواء وغير سام تماماً للحيوانات الأليفة، مما يجعله خياراً آمناً للمنازل التي بها قطط وكلاب. يضفي طابعاً استوائياً راقياً مع احتياج قليل جداً للصيانة.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
christmas_cactus,Christmas Cactus,Schlumbergera truncata,Schlumbergera,Cactaceae,صبار الكريسماس,beginner,succulent,yes,weekly: Keep evenly moist when blooming. Reduce after flowering.,bright_indirect,Bright indirect light. Needs long dark nights (12-14 hours) to trigger blooming.,cactus_mix,13-24°C (optimal: 18°C),medium,monthly_growing_season,"care level: moderate, steady and tough but prefers good light and careful watering.",عصاري مزهر شائع بأوراق مجزأة. يزهر في الشتاء مع العناية المناسبة.,good,Rest period. Reduce watering and fertilizer. Keep in shade.,Flowering period. Regular watering and bright indirect light.,
christmas_poinsettia,Christmas Poinsettia,Euphorbia pulcherrima,Euphorbia,Euphorbiaceae,بنت القنصل,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,"Poinsettia is a very famous seasonal ornamental plant associated with Christmas and winter. Its upper leaves (bracts) are bright red (or white or pink) resembling a star, while the true flowers are small and yellow in the center. A very beautiful plant but requires special care to maintain its color and re-bloom. Relatively easy but sensitive to overwatering. Adds festive joy to homes. Toxic to pets.",بنت القنصل (بونسيتيا) نبات زينة موسمي شهير جداً يرتبط بأعياد الميلاد والشتاء. أوراقه العلوية (bracts) حمراء زاهية (أو بيضاء أو وردية) تشبه النجمة، بينما الأزهار الحقيقية صغيرة صفراء في الوسط. نبات جميل جداً لكنه يحتاج رعاية خاصة للحفاظ على لونه وإعادة إزهاره. سهل نسبياً لكن حساس للري الزائد. يضيف بهجة احتفالية للمنازل. سام للحيوانات الأليفة.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
coppertone_sedum,Coppertone Sedum,Sedum nussbaumerianum,Sedum,Crassulaceae,سيدوم النحاس,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,"Coppertone Sedum is a beautiful succulent distinguished by fleshy leaves with a stunning copper-bronze color, especially when exposed to sufficient sun. It is a fast-growing and easy-care plant, perfect for beginners, adding wonderful warm colors to a plant collection.",سيدوم النحاس هو نبات عصاري جميل يتميز بأوراقه اللحمية ذات اللون البرونزي النحاسي المذهل، خاصة عند تعرضه للشمس الكافية. إنه نبات سريع النمو وسهل العناية، مثالي للمبتدئين ويضيف ألواناً دافئة رائعة للمجموعة النباتية.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
corsican_stonecrop,Corsican Stonecrop,Sedum dasyphyllum,Sedum,Crassulaceae,سيدوم كورسيكي,beginner,succulent,yes,bi_weekly: Water when completely dry. Very drought tolerant once established.,bright_indirect,Bright light with some morning sun. Can tolerate partial shade.,cactus_mix,5-30°C (optimal: 21°C),low,monthly_diluted,"Tiny blue-green succulent with pearl-like leaves. Forms dense mats, perfect for miniature gardens.",عصاري صغير أزرق-أخضر بأوراق تشبه اللؤلؤ. يشكل سجاد كثيف، مثالي للحدائق المصغرة.,excellent,Can handle heat. Water sparingly. Morning sun with afternoon shade ideal.,Very cold hardy. Minimal watering. Can tolerate temperatures near freezing.,
crassula_perforata,String of Buttons,Crassula perforata,Crassula,Crassulaceae,عقد الأزرار (كراسولا),beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,"Crassula Perforata is a unique succulent characterized by stacked triangular leaves that look as if they are pierced by the stem, giving it a distinctive chain-like appearance. The leaves are green with beautiful pink edges; it is an easy-care plant that adds an interesting architectural shape.",كراسولا المخرّمة هي نبات عصاري فريد يتميز بأوراقه الثلاثية المتراصة التي تبدو وكأنها مثقوبة بالساق، مما يعطيها مظهر السلسلة المميز. الأوراق خضراء مع حواف وردية جميلة، وهو نبات سهل العناية يضيف شكلاً معمارياً مثيراً للاهتمام.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
crassula_tetragona,Mini Pine Tree,Crassula tetragona,Crassula,Crassulaceae,شجرة الصنوبر القزمية,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,"Miniature Pine Tree Crassula is a unique succulent characterized by slender tubular leaves stacked on branching stems resembling a miniature pine tree. It is an easy-care and relatively fast-growing plant, perfect for adding height and variety in shape to a succulent collection.",كراسولا الصنوبر المصغّر هي نبات عصاري فريد يتميز بأوراقه الأنبوبية الرفيعة المتراصة على سيقان متفرعة تشبه شجرة صنوبر مصغرة. إنه نبات سهل العناية وسريع النمو نسبياً، مثالي لإضافة ارتفاع وتنوع في الشكل لمجموعة النباتات العصارية.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
croton,Croton,Codiaeum variegatum,Codiaeum,Euphorbiaceae,كروتون,intermediate,foliage,no,weekly: Moderate watering. Keep soil consistently moist but not waterlogged.,bright_direct,Needs bright light for vibrant colors. Can handle some direct sun.,well_draining,18-32°C (optimal: 25°C),high,monthly_growing_season,Colorful foliage plant. Needs bright light to maintain vibrant colors.,نبات أوراق ملونة. يحتاج ضوء ساطع للحفاظ على الألوان الزاهية.,moderate,Perfect for bright sunny spots. Increase humidity with misting.,Protect from cold. May lose some color in lower light.,
desert_cabbage,Desert Cabbage,Kalanchoe luciae,Kalanchoe,Crassulaceae,كرنب الصحراء,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,"Desert Cabbage is a stunning succulent characterized by large round leaves arranged in a rosette shape, blue-green in color with beautiful red edges. It is an easy-care and slow-growing plant, adding a distinctive architectural shape ideal for modern interior decor.",كرنب الصحراء هو نبات عصاري مذهل يتميز بأوراقه الكبيرة المستديرة المرتبة في شكل وردة، ذات لون أخضر مزرق مع حواف حمراء جميلة. إنه نبات سهل العناية وبطيء النمو، يضيف شكلاً معمارياً مميزاً ومثالياً للديكور الداخلي الحديث.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
dieffenbachia_camille,Dieffenbachia Camille,Dieffenbachia seguine 'Camille',Dieffenbachia,Araceae,ديفنباخيا كاميل,intermediate,foliage,yes,weekly: Water when top 2 inches are dry,bright_indirect,Prefers bright indirect light,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,"Dieffenbachia Camille is a stunning indoor plant characterized by beautiful large leaves with a creamy white center and dark green edges. It is an easy-care plant and an excellent air purifier, perfect for beginners. Warning: The plant is toxic if swallowed and causes irritation to the mouth and throat.",ديفنباخيا كاميل هي نبات داخلي مذهل يتميز بأوراقه الكبيرة الجميلة ذات المركز الكريمي الأبيض مع حواف خضراء داكنة. إنه نبات سهل العناية ومنقي ممتاز للهواء، مثالي للمبتدئين. تحذير: النبات سام إذا ابتُلع ويسبب تهيج الفم والحلق.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
dracaena_compacta,Dracaena Compacta,Dracaena deremensis,Dracaena,Asparagaceae,دراسينا مدمجة,beginner,tropical,no,bi_weekly: Allow soil to dry partially between waterings. Sensitive to fluoride.,low_light,Excellent low-light plant. Adapts to various light conditions.,well_draining,16-27°C (optimal: 22°C),low,monthly_growing_season,Compact slow-growing dracaena with dark green glossy leaves. Perfect for small spaces.,دراسينا مدمجة بطيئة النمو بأوراق خضراء داكنة لامعة. مثالية للمساحات الصغيرة.,excellent,Moderate watering. Can handle indoor heat well. Use filtered water.,Reduce watering. Very tolerant of indoor conditions.,
dracaena_glauca,Dracaena Glauca,Dracaena glauca,Dracaena,Asparagaceae,دراسينا الأزرق المخضر,beginner,foliage,no,weekly: Water when top 3 inches are dry. Don't overwater.,medium_indirect,Tolerates a range of light conditions,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,"Dracaena Glauca is a distinctive indoor plant characterized by long, slender beautiful blue-green leaves. It is a strong and easy-care plant, adding a soft texture and unique color to interior decor. A good air purifier and ideal for modern spaces.",دراسينا الأزرق المخضر هي نبات داخلي مميز يتميز بأوراقه الطويلة الرفيعة ذات اللون الأخضر المزرق الجميل. إنه نبات قوي وسهل العناية، يضيف ملمساً ناعماً ولوناً فريداً للديكور الداخلي، ومنقي جيد للهواء ومثالي للمساحات الحديثة.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
dracaena_jamaica,Song of Jamaica,Dracaena reflexa,Dracaena,Asparagaceae,أغنية جامايكا (دراسينا),beginner,foliage,no,weekly: Water when top 3 inches are dry. Don't overwater.,medium_indirect,Tolerates a range of light conditions,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,"Dracaena Jamaica is an elegant indoor plant characterized by long dark green leaves with yellow and light green stripes on the edges. It is a strong, easy-care plant and an excellent air purifier, adding height and a sophisticated tropical presence to interior decor.",دراسينا جامايكا هي نبات داخلي أنيق يتميز بأوراقه الطويلة الخضراء الداكنة مع خطوط صفراء وخضراء فاتحة على الحواف. إنه نبات قوي وسهل العناية ومنقي ممتاز للهواء، يضيف ارتفاعاً وحضوراً استوائياً راقياً للديكور الداخلي.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
dracaena_lemon_lime,Dracaena Lemon Lime,Dracaena fragrans,Dracaena,Asparagaceae,دراسينا الليمون والليم,beginner,foliage,no,weekly: Water when top 3 inches are dry. Don't overwater.,medium_indirect,Tolerates a range of light conditions,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,"Dracaena Lemon Lime is a cheerful indoor plant characterized by long slender leaves with bright green, yellow, and lime stripes. It is an excellent air purifier and very easy to care for, adding bright and cheerful colors to any place and perfect for beginners.",دراسينا الليمون والليم هي نبات داخلي مبهج يتميز بأوراقه الطويلة الرفيعة ذات الخطوط الخضراء والصفراء والليمونية الزاهية. إنه نبات منقي ممتاز للهواء وسهل العناية جداً، يضيف ألواناً مشرقة ومبهجة لأي مكان ومثالي للمبتدئين.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
echeveria,Echeveria,Echeveria spp.,Echeveria,Crassulaceae,إيكيفيريا,beginner,succulent,yes,bi_weekly: Soak and dry method. Water deeply then let soil dry completely.,bright_direct,"Needs bright light, prefers several hours of direct sun for compact growth.",cactus_mix,10-35°C (optimal: 21°C),low,monthly_diluted,Beautiful rosette-forming succulent with fleshy leaves. Perfect for bright windowsills.,عصاري جميل يشكل وردة بأوراق لحمية. مثالي لنوافذ مشمسة.,excellent,Can handle heat well. Ensure good airflow. Water sparingly.,Active growth period. Provide maximum light. Minimal watering.,
elephant_bush,Elephant Bush,Portulacaria afra,Portulacaria,Didiereaceae,شجرة الفيل المصغّرة,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,"The Miniature Elephant Bush is a wonderful succulent characterized by branching stems and small, round, shiny green leaves. It is a fast-growing and very easy-care plant, resembling a miniature bonsai tree, perfect for beginners and for shaping into different forms.",شجرة الفيل المصغّرة هي نبات عصاري رائع يتميز بسيقانه المتفرعة وأوراقه الصغيرة المستديرة الخضراء اللامعة. إنه نبات سريع النمو وسهل العناية جداً، يشبه شجرة البونساي المصغرة، ومثالي للمبتدئين ولتشكيله بأشكال مختلفة.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
english_ivy,English Ivy,Hedera helix,Hedera,Araliaceae,لبلاب إنجليزي,beginner,vine,no,weekly: Keep soil slightly moist. Avoid waterlogging.,bright_indirect,Prefers bright indirect light. Tolerates shade but grows slower.,well_draining,10-27°C (optimal: 18°C),medium,monthly_growing_season,Classic trailing vine with lobed leaves. Excellent for hanging baskets and topiary. Air purifying.,كرمة متدلية كلاسيكية بأوراق مفصصة. ممتاز للسلال المعلقة والتشكيل. منقي للهواء.,good,Regular watering. Protect from hot afternoon sun. Mist for humidity.,Reduce watering. Prefers cooler temperatures. Can tolerate down to 10°C.,
euphorbia,Euphorbia,Euphorbia spp.,Euphorbia,Euphorbiaceae,يوفوربيا,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,Euphorbia is a large and diverse family of succulent plants including thousands of species in various shapes and sizes. Distinguished by their toxic milky sap and great diversity in form. They are easy-care plants ideal for interior decor. Warning: The milky sap is toxic and irritating to the skin and eyes.,اليوفوربيا هي عائلة كبيرة ومتنوعة من النباتات العصارية تضم آلاف الأنواع بأشكال وأحجام مختلفة. تتميز بعصارتها اللبنية السامة وتنوعها الكبير في الشكل. إنها نباتات سهلة العناية ومثالية للديكور الداخلي. تحذير: العصارة اللبنية سامة ومهيجة للجلد والعينين.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
euphorbia_trigona,African Milk Tree,Euphorbia trigona,Euphorbia,Euphorbiaceae,شجرة الحليب الأفريقية,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,"Euphorbia Trigona is a majestic succulent characterized by three-sided green stems with small thorns and small leaves on the edges. It is a fast-growing and easy-care plant, adding height and a strong architectural presence to the place. Warning: The milky sap is toxic and irritating to the skin.",يوفوربيا الثلاثية هي نبات عصاري مهيب يتميز بسيقانه الثلاثية الأضلاع الخضراء مع أشواك صغيرة وأوراق صغيرة على الحواف. إنه نبات سريع النمو وسهل العناية، يضيف ارتفاعاً وحضوراً معمارياً قوياً للمكان. تحذير: العصارة اللبنية سامة ومهيجة للجلد.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
euphorbia_trigona_rubra,Royal Red African Milk Tree,Euphorbia trigona 'Rubra',Euphorbia,Euphorbiaceae,شجرة الحليب الأفريقية الحمراء,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,"Euphorbia Red is a stunning variety of Euphorbia Trigona characterized by its beautiful reddish-purple color. The three-sided stems are dark red with small red leaves, making it one of the most impressive succulents. Warning: The milky sap is toxic and irritating to the skin.",يوفوربيا الحمراء هي صنف مذهل من اليوفوربيا الثلاثية يتميز بلونها الأحمر الأرجواني الجميل. السيقان الثلاثية الأضلاع ذات لون أحمر داكن مع أوراق حمراء صغيرة، مما يجعلها من أكثر النباتات العصارية إثارة للإعجاب. تحذير: العصارة اللبنية سامة ومهيجة للجلد.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
ficus_bonsai,Ficus Bonsai,Ficus retusa,Ficus,Moraceae,فيكس بونساي,intermediate,tropical,no,twice_weekly: Keep soil slightly moist. Never let it completely dry out or sit in water.,bright_indirect,Needs bright light to maintain compact growth. Can handle some direct sun.,well_draining,16-30°C (optimal: 23°C),medium,bi_weekly_growing_season,Miniature tree with thick trunk and aerial roots. Perfect decorative bonsai for beginners.,شجرة مصغرة بجذع سميك وجذور هوائية. بونساي زينة مثالي للمبتدئين.,very_good,Increase humidity by misting daily. Protect from intense afternoon sun in Cairo's heat (35-40°C).,Maintain warmth above 16°C. Reduce fertilizer frequency in cooler months (10-20°C).,
ficus_bonsai_s_shaped,Ficus Bonsai S Shaped,Ficus microcarpa,Ficus,Moraceae,فيكس بونساي حرف S,intermediate,tropical,no,twice_weekly: Maintain consistent moisture. Check soil daily as bonsai pots dry quickly.,bright_indirect,Bright indirect light maintains shape. Rotate weekly for even growth.,well_draining,16-30°C (optimal: 23°C),medium,bi_weekly_growing_season,Artistic bonsai with S-curved trunk. Unique sculptural form adds elegance to any space.,بونساي فني بجذع منحني على شكل S. شكل نحتي فريد يضيف أناقة لأي مكان.,very_good,Mist leaves daily in Cairo's dry heat (35-40°C). Shield from harsh midday sun.,Keep away from cold windows. Maintain stable temperature above 16°C (10-20°C winter range).,
ficus_elastica,Rubber Tree,Ficus elastica,Ficus,Moraceae,شجرة المطاط,beginner,tropical,no,weekly: Water when top 5cm of soil is dry. Overwatering causes leaf drop.,bright_indirect,Bright indirect light is ideal. Can tolerate some direct morning sun.,well_draining,15-32°C (optimal: 24°C),medium,monthly_growing_season,"Classic houseplant with large, glossy leaves. Easy to care for and adapts well to indoor conditions.",نبات منزلي كلاسيكي بأوراق كبيرة لامعة. سهل العناية ويتأقلم جيداً في الأماكن الداخلية.,excellent,Water more frequently during Cairo's hot summers (35-40°C). Wipe leaves to remove dust.,Reduce watering in cooler months (10-20°C). Avoid cold drafts from windows.,
ficus_rubber_tree_variegated,Ficus Rubber Tree Variegated,Ficus elastica 'Tineke',Ficus,Moraceae,شجرة المطاط المبرقشة,intermediate,tropical,no,weekly: Keep slightly more moist than green varieties. Avoid overwatering.,bright_indirect,Needs bright indirect light for variegation. Low light reduces pattern.,well_draining,16-30°C (optimal: 24°C),medium_high,monthly_growing_season,Beautiful cream and green variegated leaves with pink edges. Eye-catching focal point plant.,أوراق جميلة مبرقشة بالكريمي والأخضر مع حواف وردية. نبات بؤري لافت للنظر.,very_good,Protect from direct sun to prevent leaf burn. Mist occasionally in Cairo heat (35-40°C).,Ensure adequate light for variegation. Reduce watering in cooler months (10-20°C).,
fishbone_plant,Fishbone Plant,Dischidia ovata,Dischidia,Apocynaceae,نبات عظم السمك,intermediate,vine,yes,weekly: Water when top 2 inches dry. Likes consistent moisture.,bright_indirect,Prefers bright indirect light but tolerates medium light,well_draining,15-30°C (optimal: 22°C),high,monthly,Fishbone Plant - Dischidia ovata. Moderate care requirements with rewarding growth.,نبات عظم السمك - Dischidia ovata. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
fittonia,Nerve Plant,Fittonia albivenis,Fittonia,Acanthaceae,نبات الأعصاب,intermediate,foliage,yes,twice_weekly: Keep soil consistently moist. Dramatic when thirsty - revives quickly with water.,bright_indirect,Low to medium indirect light. Direct sun fades leaf patterns.,moisture_retaining,16-27°C (optimal: 21°C),high,monthly_diluted,"Compact plant with intricately veined leaves in pink, white, or red. Loves humidity.",نبات مدمج بأوراق معرقة بشكل معقد باللون الوردي أو الأبيض أو الأحمر. يحب الرطوبة.,moderate,Challenging in dry heat. Needs frequent misting or pebble tray. Avoid direct sun.,Easier in cooler months. Maintain humidity and warmth.,
florist_kalanchoe,Florist Kalanchoe,Kalanchoe blossfeldiana,Kalanchoe,Crassulaceae,كالانشو,beginner,succulent,no,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,Florist Kalanchoe - Kalanchoe blossfeldiana. Low-maintenance plant perfect for beginners. Requires minimal watering.,كالانشو - Kalanchoe blossfeldiana. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. سهل العناية ولا يحتاج للكثير من الماء. مثالي للمبتدئين.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
foxtail_fern,Foxtail Fern,Asparagus densiflorus,Asparagus,Asparagaceae,سرخس ذيل الثعلب,intermediate,fern,yes,twice_weekly: Keep soil consistently moist but not soggy,medium_indirect,Prefers medium to bright indirect light,well_draining_potting,15-28°C (optimal: 20°C),high,monthly,"Foxtail Fern (not a true fern but from the Asparagus family) is a unique ornamental plant with dense, soft feathery stems resembling a fox's tail. Bright green with a beautiful soft texture. Grows densely and beautifully, suitable for pots and hanging baskets. A strong and resilient plant, it purifies the air and is safe for animals. Adds a soft tropical touch to decor. May bloom with small white flowers and produce red berries.",سرخس ذيل الثعلب (في الحقيقة ليس سرخس حقيقي بل من عائلة الهليون) نبات زينة فريد بسيقانه الريشية الكثيفة الناعمة التي تشبه ذيل الثعلب. أخضر زاهي وملمس ناعم جميل. ينمو بشكل كثيف وجميل، ومناسب للأصص والسلال المعلقة. نبات قوي ومتحمل، ينقي الهواء وآمن للحيوانات. يضيف لمسة استوائية ناعمة للديكور. قد يزهر بأزهار بيضاء صغيرة وينتج توتاً أحمر.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
fuzzy_trails,Fuzzy Trails,Rhipsalis pilocarpa,Rhipsalis,Cactaceae,ريبساليس الزغبي,intermediate,cactus,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,15-30°C (optimal: 22°C),low,rarely,"soft, cascading, and full of personality. she's a jungle-cactus that loves a relaxed environment with good light and drainage. care level: easy, forgiving, and ready for low-stress spaces.",صبار الغابة (ريبساليس) نبات ناعم، متدلي ومليء بالشخصية. إنه صبار استوائي يحب البيئة المريحة مع ضوء جيد وتصريف ممتاز. مستوى العناية: سهل، متسامح، ومناسب للمساحات الخالية من التوتر.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
ghost_plant,Ghost Plant,Graptopetalum paraguayense,Graptopetalum,Crassulaceae,نبات الشبح,beginner,succulent,yes,bi_weekly: Water thoroughly when soil is completely dry. Very drought tolerant.,bright_indirect,Bright light with some direct sun for best color. Can handle partial shade.,cactus_mix,10-35°C (optimal: 21°C),low,monthly_diluted,Silvery-gray rosette succulent with pearlescent leaves. Very easy care and propagates readily.,عصاري وردي فضي رمادي بأوراق لؤلؤية. سهل العناية جداً ويتكاثر بسهولة.,excellent,Thrives in heat. Water sparingly. Can handle full outdoor sun with acclimation.,Very minimal watering. Can tolerate cool temperatures.,
golden_pothos,Golden Pothos,Epipremnum aureum,Epipremnum,Araceae,بوتوس ذهبي,beginner,tropical,no,weekly: Water when top 2-3cm of soil is dry. Very forgiving with watering.,bright_indirect,"Adapts to various light conditions, golden variegation best in brighter light",well_draining,16-30°C (optimal: 24°C),medium,monthly_growing_season,"Golden Pothos is one of the most famous and easiest indoor ornamental plants to care for. It is characterized by heart-shaped green leaves speckled with golden yellow. Known for its excellent ability to purify the air and remove toxins. It grows quickly and can be grown in water or soil, making it perfect for beginners. Tolerates low light conditions and does not require much care.",نبات البوتوس الذهبي من أشهر نباتات الزينة الداخلية وأسهلها في العناية. يتميز بأوراقه القلبية الخضراء المرقطة باللون الأصفر الذهبي. يُعرف بقدرته الممتازة على تنقية الهواء وإزالة السموم. ينمو بسرعة ويمكن زراعته في الماء أو التربة، مما يجعله مثالياً للمبتدئين. يتحمل ظروف الإضاءة المنخفضة ولا يحتاج إلى عناية كثيرة.,excellent,"Increase watering frequency, provide humidity through misting","Reduce watering, avoid cold drafts",
grape_ivy,Grape Ivy,Cissus rhombifolia,Cissus,Vitaceae,لبلاب العنب,beginner,vine,yes,weekly: Water when top soil is dry. Tolerates occasional neglect.,bright_indirect,Adapts to various light conditions. Grows faster in brighter light.,well_draining,16-27°C (optimal: 21°C),medium,monthly_growing_season,Easy-care trailing vine with glossy compound leaves. Excellent for hanging baskets.,كرمة متدلية سهلة العناية بأوراق مركبة لامعة. ممتاز للسلال المعلقة.,excellent,Regular watering. Occasional misting appreciated.,Reduce watering. Protect from cold drafts.,
green_castle_cactus,Green Castle Cactus,Cereus sp.,Cereus,Cactaceae,صبار القلعة الخضراء,beginner,cactus,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,10-35°C (optimal: 22°C),low,rarely,Green Castle Cactus - Cereus 'Green Castle'. Low-maintenance plant perfect for beginners. Requires minimal watering.,صبار القلعة الخضراء - Cereus 'Green Castle'. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. سهل العناية ولا يحتاج للكثير من الماء. مثالي للمبتدئين.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
grey_ghost_cactus,Grey Ghost Cactus,Opuntia microdasys,Opuntia,Cactaceae,صبار الشبح الرمادي,beginner,succulent,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,10-40°C (optimal: 25°C),low,rarely,"The Grey Ghost Cactus is a rare variety of Opuntia characterized by its beautiful silvery-gray color and soft white spines. It is a wonderful desert plant that adds a unique touch to a cactus collection, easy to care for and perfect for the Egyptian climate.",صبار الشبح الرمادي هو صنف نادر من الأوبنتيا يتميز بلونه الرمادي الفضي الجميل وأشواكه البيضاء الناعمة. إنه نبات صحراوي رائع يضيف لمسة فريدة لمجموعة الصباريات، وهو سهل العناية ومثالي للمناخ المصري.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
guzmania,Scarlet Star,Guzmania lingulata,Guzmania,Bromeliaceae,نجمة قرمزية,intermediate,bromeliad,yes,weekly: Fill central cup with water. Change water weekly. Keep soil barely moist.,bright_indirect,Bright indirect light. Direct sun fades flower color.,orchid_bark_mix,18-27°C (optimal: 22°C),high,monthly_diluted_spray,Stunning bromeliad with long-lasting colorful flower bracts. Central cup holds water.,بروميلياد مذهل بقنابات زهرية ملونة تدوم طويلاً. الكوب المركزي يحمل الماء.,moderate,Challenging in dry heat. Needs high humidity. Mist frequently and keep cup filled.,Easier in cooler months. Maintain warmth and humidity.,
